"aq",,,,
"Czas","Si³a","Przemieszczenie","Naprê¿.","Rozstaw"
"sec","N","mm","N/mm2","mm"
"1969,76","-0,04132589","-3,220001","-0,0002338567","6,533501"
"1969,77","-0,04076958","-3,220751","-0,0002307086","6,53425"
"1969,78","-0,04092852","-3,2215","-0,0002316081","6,535"
"1969,79","-0,0415643","-3,222126","-0,0002352059","6,535625"
"1969,8","-0,04196167","-3,222752","-0,0002374545","6,536251"
"1969,81","-0,04172325","-3,223375","-0,0002361053","6,536875"
"1969,82","-0,04116694","-3,223875","-0,0002329572","6,537374"
"1969,83","-0,04092852","-3,224876","-0,0002316081","6,538376"
"1969,84","-0,04108747","-3,226252","-0,0002325075","6,539751"
"1969,85","-0,04132589","-3,227625","-0,0002338567","6,541124"
"1969,86","-0,0418822","-3,228376","-0,0002370048","6,541876"
"1969,87","-0,04196167","-3,229126","-0,0002374545","6,542625"
"1969,88","-0,04172325","-3,229876","-0,0002361053","6,543375"
"1969,89","-0,04108747","-3,230875","-0,0002325075","6,544374"
"1969,9","-0,04076958","-3,231501","-0,0002307086","6,545"
"1969,91","-0,04092852","-3,232126","-0,0002316081","6,545626"
"1969,92","-0,04116694","-3,232876","-0,0002329572","6,546375"
"1969,93","-0,04108747","-3,233501","-0,0002325075","6,547001"
"1969,94","-0,04069011","-3,234375","-0,0002302589","6,547874"
"1969,95","-0,04029274","-3,23575","-0,0002280103","6,54925"
"1969,96","-0,04005432","-3,236752","-0,0002266611","6,550251"
"1969,97","-0,03989537","-3,237625","-0,0002257616","6,551125"
"1969,98","-0,04005432","-3,238501","-0,0002266611","6,552"
"1969,99","-0,04013379","-3,2395","-0,0002271108","6,552999"
"1970","-0,04013379","-3,240252","-0,0002271108","6,553751"
"1970,01","-0,04013379","-3,241001","-0,0002271108","6,554501"
"1970,02","-0,04053116","-3,241627","-0,0002293594","6,555126"
"1970,03","-0,04148483","-3,24225","-0,0002347561","6,55575"
"1970,04","-0,04172325","-3,242876","-0,0002361053","6,556376"
"1970,05","-0,04092852","-3,243626","-0,0002316081","6,557125"
"1970,06","-0,03989537","-3,244251","-0,0002257616","6,557751"
"1970,07","-0,03949801","-3,245626","-0,000223513","6,559126"
"1970,08","-0,04005432","-3,246626","-0,0002266611","6,560125"
"1970,09","-0,04069011","-3,247501","-0,0002302589","6,561001"
"1970,1","-0,04116694","-3,248375","-0,0002329572","6,561874"
"1970,11","-0,04148483","-3,249376","-0,0002347561","6,562876"
"1970,12","-0,04076958","-3,25","-0,0002307086","6,563499"
"1970,13","-0,03973643","-3,250751","-0,0002248622","6,564251"
"1970,14","-0,03925959","-3,251501","-0,0002221639","6,565001"
"1970,15","-0,03965696","-3,252251","-0,0002244125","6,56575"
"1970,16","-0,04013379","-3,252876","-0,0002271108","6,566376"
"1970,17","-0,04053116","-3,2535","-0,0002293594","6,566999"
"1970,18","-0,04116694","-3,254251","-0,0002329572","6,567751"
"1970,19","-0,04196167","-3,255501","-0,0002374545","6,569"
"1970,2","-0,04251798","-3,25675","-0,0002406025","6,57025"
"1970,21","-0,04259745","-3,257502","-0,0002410523","6,571001"
"1970,22","-0,04251798","-3,258375","-0,0002406025","6,571875"
"1970,23","-0,04235904","-3,259127","-0,0002397031","6,572626"
"1970,24","-0,04235904","-3,26","-0,0002397031","6,5735"
"1970,25","-0,0427564","-3,260876","-0,0002419517","6,574375"
"1970,26","-0,04355113","-3,261501","-0,000246449","6,575001"
"1970,27","-0,04378955","-3,262125","-0,0002477982","6,575624"
"1970,28","-0,04291534","-3,262751","-0,0002428512","6,57625"
"1970,29","-0,0418822","-3,263376","-0,0002370048","6,576876"
"1970,3","-0,04116694","-3,263876","-0,0002329572","6,577375"
"1970,31","-0,04116694","-3,264875","-0,0002329572","6,578375"
"1970,32","-0,04132589","-3,266251","-0,0002338567","6,57975"
"1970,33","-0,04148483","-3,2675","-0,0002347561","6,580999"
"1970,34","-0,0418822","-3,268251","-0,0002370048","6,581751"
"1970,35","-0,04235904","-3,269251","-0,0002397031","6,58275"
"1970,36","-0,04251798","-3,27","-0,0002406025","6,5835"
"1970,37","-0,04220009","-3,27075","-0,0002388037","6,584249"
"1970,38","-0,0418822","-3,271502","-0,0002370048","6,585001"
"1970,39","-0,04132589","-3,272125","-0,0002338567","6,585625"
"1970,4","-0,04116694","-3,272877","-0,0002329572","6,586376"
"1970,41","-0,04212062","-3,2735","-0,0002383539","6,587"
"1970,42","-0,04378955","-3,274376","-0,0002477982","6,587875"
"1970,43","-0,04482269","-3,275751","-0,0002536446","6,589251"
"1970,44","-0,04458427","-3,276751","-0,0002522954","6,59025"
"1970,45","-0,04402797","-3,277626","-0,0002491473","6,591125"
"1970,46","-0,04378955","-3,278502","-0,0002477982","6,592001"
"1970,47","-0,04378955","-3,279501","-0,0002477982","6,593"
"1970,48","-0,04339218","-3,280251","-0,0002455495","6,59375"
"1970,49","-0,0427564","-3,281","-0,0002419517","6,5945"
"1970,5","-0,04251798","-3,281502","-0,0002406025","6,595001"
"1970,51","-0,04291534","-3,282125","-0,0002428512","6,595625"
"1970,52","-0,04331271","-3,282875","-0,0002450998","6,596375"
"1970,53","-0,04355113","-3,283501","-0,000246449","6,597"
"1970,54","-0,0436306","-3,28425","-0,0002468987","6,59775"
"1970,55","-0,0436306","-3,285625","-0,0002468987","6,599125"
"1970,56","-0,04355113","-3,286751","-0,000246449","6,60025"
"1970,57","-0,04299482","-3,2875","-0,0002433009","6,601"
"1970,58","-0,04251798","-3,288502","-0,0002406025","6,602001"
"1970,59","-0,04235904","-3,289375","-0,0002397031","6,602875"
"1970,6","-0,04220009","-3,290125","-0,0002388037","6,603624"
"1970,61","-0,04212062","-3,290876","-0,0002383539","6,604376"
"1970,62","-0,04235904","-3,2915","-0,0002397031","6,605"
"1970,63","-0,04251798","-3,292252","-0,0002406025","6,605751"
"1970,64","-0,04235904","-3,292875","-0,0002397031","6,606375"
"1970,65","-0,04251798","-3,293501","-0,0002406025","6,607"
"1970,66","-0,04299482","-3,294376","-0,0002433009","6,607876"
"1970,67","-0,04355113","-3,295626","-0,000246449","6,609125"
"1970,68","-0,04339218","-3,296625","-0,0002455495","6,610125"
"1970,69","-0,04291534","-3,297501","-0,0002428512","6,611"
"1970,7","-0,04212062","-3,298376","-0,0002383539","6,611876"
"1970,71","-0,04132589","-3,299126","-0,0002338567","6,612625"
"1970,72","-0,04092852","-3,300001","-0,0002316081","6,613501"
"1970,73","-0,04076958","-3,300751","-0,0002307086","6,61425"
"1970,74","-0,04069011","-3,3015","-0,0002302589","6,615"
"1970,75","-0,04069011","-3,302126","-0,0002302589","6,615625"
"1970,76","-0,04108747","-3,302752","-0,0002325075","6,616251"
"1970,77","-0,0415643","-3,303375","-0,0002352059","6,616875"
"1970,78","-0,04172325","-3,304001","-0,0002361053","6,6175"
"1970,79","-0,04132589","-3,305","-0,0002338567","6,6185"
"1970,8","-0,04076958","-3,306501","-0,0002307086","6,620001"
"1970,81","-0,04116694","-3,307501","-0,0002329572","6,621"
"1970,82","-0,04259745","-3,308376","-0,0002410523","6,621876"
"1970,83","-0,04402797","-3,30925","-0,0002491473","6,622749"
"1970,84","-0,04442533","-3,310001","-0,0002513959","6,623501"
"1970,85","-0,04394849","-3,310751","-0,0002486976","6,62425"
"1970,86","-0,04315376","-3,311501","-0,0002442003","6,625"
"1970,87","-0,04235904","-3,312126","-0,0002397031","6,625626"
"1970,88","-0,0418822","-3,312876","-0,0002370048","6,626375"
"1970,89","-0,0418822","-3,313501","-0,0002370048","6,627001"
"1970,9","-0,04259745","-3,314375","-0,0002410523","6,627874"
"1970,91","-0,04315376","-3,315876","-0,0002442003","6,629375"
"1970,92","-0,04315376","-3,316751","-0,0002442003","6,630251"
"1970,93","-0,0427564","-3,317625","-0,0002419517","6,631124"
"1970,94","-0,04212062","-3,318626","-0,0002383539","6,632126"
"1970,95","-0,04132589","-3,3195","-0,0002338567","6,632999"
"1970,96","-0,04092852","-3,320251","-0,0002316081","6,633751"
"1970,97","-0,04108747","-3,321001","-0,0002325075","6,634501"
"1970,98","-0,0415643","-3,321501","-0,0002352059","6,635"
"1970,99","-0,04196167","-3,322126","-0,0002374545","6,635626"
"1971","-0,04212062","-3,322876","-0,0002383539","6,636375"
"1971,01","-0,04172325","-3,323502","-0,0002361053","6,637001"
"1971,02","-0,04132589","-3,324251","-0,0002338567","6,637751"
"1971,03","-0,04132589","-3,325626","-0,0002338567","6,639126"
"1971,04","-0,04196167","-3,326626","-0,0002374545","6,640125"
"1971,05","-0,04235904","-3,327501","-0,0002397031","6,641001"
"1971,06","-0,04235904","-3,328377","-0,0002397031","6,641876"
"1971,07","-0,04220009","-3,32925","-0,0002388037","6,64275"
"1971,08","-0,04235904","-3,33","-0,0002397031","6,643499"
"1971,09","-0,0427564","-3,330751","-0,0002419517","6,644251"
"1971,1","-0,0436306","-3,331501","-0,0002468987","6,645"
"1971,11","-0,04458427","-3,332127","-0,0002522954","6,645626"
"1971,12","-0,04458427","-3,332876","-0,0002522954","6,646376"
"1971,13","-0,04339218","-3,3335","-0,0002455495","6,646999"
"1971,14","-0,04220009","-3,334251","-0,0002388037","6,647751"
"1971,15","-0,0415643","-3,335501","-0,0002352059","6,649"
"1971,16","-0,0415643","-3,336626","-0,0002352059","6,650126"
"1971,17","-0,04172325","-3,337502","-0,0002361053","6,651001"
"1971,18","-0,04235904","-3,338375","-0,0002397031","6,651875"
"1971,19","-0,0427564","-3,339127","-0,0002419517","6,652626"
"1971,2","-0,04291534","-3,34","-0,0002428512","6,6535"
"1971,21","-0,0427564","-3,340752","-0,0002419517","6,654251"
"1971,22","-0,0427564","-3,341501","-0,0002419517","6,655001"
"1971,23","-0,0427564","-3,342125","-0,0002419517","6,655624"
"1971,24","-0,04251798","-3,342751","-0,0002406025","6,65625"
"1971,25","-0,04196167","-3,343376","-0,0002374545","6,656876"
"1971,26","-0,04212062","-3,344002","-0,0002383539","6,657501"
"1971,27","-0,04291534","-3,345125","-0,0002428512","6,658625"
"1971,28","-0,04402797","-3,3465","-0,0002491473","6,66"
"1971,29","-0,04458427","-3,347376","-0,0002522954","6,660875"
"1971,3","-0,04458427","-3,348501","-0,0002522954","6,662001"
"1971,31","-0,04434586","-3,349377","-0,0002509462","6,662876"
"1971,32","-0,0436306","-3,35","-0,0002468987","6,6635"
"1971,33","-0,04291534","-3,35075","-0,0002428512","6,664249"
"1971,34","-0,04251798","-3,351376","-0,0002406025","6,664875"
"1971,35","-0,0427564","-3,352125","-0,0002419517","6,665625"
"1971,36","-0,04355113","-3,352877","-0,000246449","6,666376"
"1971,37","-0,04402797","-3,3535","-0,0002491473","6,667"
"1971,38","-0,04434586","-3,354376","-0,0002509462","6,667875"
"1971,39","-0,04442533","-3,355875","-0,0002513959","6,669374"
"1971,4","-0,04418691","-3,35675","-0,0002500468","6,67025"
"1971,41","-0,04355113","-3,357626","-0,000246449","6,671125"
"1971,42","-0,0427564","-3,358625","-0,0002419517","6,672125"
"1971,43","-0,04196167","-3,359501","-0,0002374545","6,673"
"1971,44","-0,04172325","-3,36025","-0,0002361053","6,67375"
"1971,45","-0,04212062","-3,360876","-0,0002383539","6,674376"
"1971,46","-0,04251798","-3,361502","-0,0002406025","6,675001"
"1971,47","-0,04259745","-3,362125","-0,0002410523","6,675625"
"1971,48","-0,0427564","-3,362875","-0,0002419517","6,676374"
"1971,49","-0,04259745","-3,363501","-0,0002410523","6,677"
"1971,5","-0,04212062","-3,36425","-0,0002383539","6,67775"
"1971,51","-0,04172325","-3,365625","-0,0002361053","6,679125"
"1971,52","-0,0418822","-3,366751","-0,0002370048","6,68025"
"1971,53","-0,04235904","-3,3675","-0,0002397031","6,681"
"1971,54","-0,0427564","-3,368376","-0,0002419517","6,681875"
"1971,55","-0,04235904","-3,369251","-0,0002397031","6,682751"
"1971,56","-0,0418822","-3,370001","-0,0002370048","6,6835"
"1971,57","-0,0418822","-3,37075","-0,0002370048","6,68425"
"1971,58","-0,04220009","-3,3715","-0,0002388037","6,684999"
"1971,59","-0,04220009","-3,372126","-0,0002388037","6,685625"
"1971,6","-0,04212062","-3,372875","-0,0002383539","6,686375"
"1971,61","-0,04212062","-3,373501","-0,0002383539","6,687"
"1971,62","-0,04220009","-3,37425","-0,0002388037","6,68775"
"1971,63","-0,04251798","-3,375502","-0,0002406025","6,689001"
"1971,64","-0,0427564","-3,376751","-0,0002419517","6,69025"
"1971,65","-0,04259745","-3,377501","-0,0002410523","6,691"
"1971,66","-0,04220009","-3,378376","-0,0002388037","6,691875"
"1971,67","-0,04220009","-3,379126","-0,0002388037","6,692625"
"1971,68","-0,04235904","-3,380001","-0,0002397031","6,693501"
"1971,69","-0,04235904","-3,380751","-0,0002397031","6,69425"
"1971,7","-0,04220009","-3,3815","-0,0002388037","6,695"
"1971,71","-0,04196167","-3,382126","-0,0002374545","6,695625"
"1971,72","-0,04212062","-3,382751","-0,0002383539","6,696251"
"1971,73","-0,04251798","-3,383375","-0,0002406025","6,696875"
"1971,74","-0,04259745","-3,383875","-0,0002410523","6,697374"
"1971,75","-0,04196167","-3,385126","-0,0002374545","6,698626"
"1971,76","-0,04132589","-3,386501","-0,0002338567","6,700001"
"1971,77","-0,04148483","-3,387501","-0,0002347561","6,701"
"1971,78","-0,04259745","-3,388376","-0,0002410523","6,701876"
"1971,79","-0,0436306","-3,389252","-0,0002468987","6,702751"
"1971,8","-0,04378955","-3,389875","-0,0002477982","6,703375"
"1971,81","-0,04315376","-3,390751","-0,0002442003","6,70425"
"1971,82","-0,04220009","-3,391376","-0,0002388037","6,704876"
"1971,83","-0,0415643","-3,392126","-0,0002352059","6,705626"
"1971,84","-0,04076958","-3,392876","-0,0002307086","6,706375"
"1971,85","-0,04005432","-3,393375","-0,0002266611","6,706875"
"1971,86","-0,03965696","-3,394501","-0,0002244125","6,708"
"1971,87","-0,04005432","-3,395876","-0,0002266611","6,709375"
"1971,88","-0,04069011","-3,396751","-0,0002302589","6,710251"
"1971,89","-0,0415643","-3,397625","-0,0002352059","6,711124"
"1971,9","-0,04196167","-3,3985","-0,0002374545","6,712"
"1971,91","-0,0418822","-3,399376","-0,0002370048","6,712875"
"1971,92","-0,04116694","-3,400126","-0,0002329572","6,713625"
"1971,93","-0,04092852","-3,400875","-0,0002316081","6,714375"
"1971,94","-0,04132589","-3,401501","-0,0002338567","6,715"
"1971,95","-0,0415643","-3,402126","-0,0002352059","6,715626"
"1971,96","-0,0415643","-3,402876","-0,0002352059","6,716375"
"1971,97","-0,04196167","-3,403502","-0,0002374545","6,717001"
"1971,98","-0,04291534","-3,404375","-0,0002428512","6,717875"
"1971,99","-0,0436306","-3,40575","-0,0002468987","6,71925"
"1972","-0,04378955","-3,406752","-0,0002477982","6,720251"
"1972,01","-0,04331271","-3,407501","-0,0002450998","6,721001"
"1972,02","-0,04235904","-3,408377","-0,0002397031","6,721876"
"1972,03","-0,04196167","-3,40925","-0,0002374545","6,72275"
"1972,04","-0,04212062","-3,410002","-0,0002383539","6,723501"
"1972,05","-0,04291534","-3,410875","-0,0002428512","6,724375"
"1972,06","-0,04402797","-3,411501","-0,0002491473","6,725"
"1972,07","-0,04474322","-3,412127","-0,0002531949","6,725626"
"1972,08","-0,04442533","-3,412876","-0,0002513959","6,726376"
"1972,09","-0,04355113","-3,413376","-0,000246449","6,726875"
"1972,1","-0,04299482","-3,414251","-0,0002433009","6,727751"
"1972,11","-0,04315376","-3,415627","-0,0002442003","6,729126"
"1972,12","-0,04355113","-3,416626","-0,000246449","6,730125"
"1972,13","-0,04339218","-3,417625","-0,0002455495","6,731125"
"1972,14","-0,04299482","-3,418375","-0,0002433009","6,731874"
"1972,15","-0,04259745","-3,41925","-0,0002410523","6,73275"
"1972,16","-0,04259745","-3,419876","-0,0002410523","6,733376"
"1972,17","-0,04251798","-3,420876","-0,0002406025","6,734375"
"1972,18","-0,04235904","-3,421501","-0,0002397031","6,735001"
"1972,19","-0,04196167","-3,422127","-0,0002374545","6,735626"
"1972,2","-0,04172325","-3,42275","-0,0002361053","6,73625"
"1972,21","-0,0418822","-3,42325","-0,0002370048","6,73675"
"1972,22","-0,04212062","-3,423876","-0,0002383539","6,737375"
"1972,23","-0,04220009","-3,425125","-0,0002388037","6,738625"
"1972,24","-0,04220009","-3,426626","-0,0002388037","6,740126"
"1972,25","-0,04212062","-3,427502","-0,0002383539","6,741001"
"1972,26","-0,04172325","-3,428375","-0,0002361053","6,741875"
"1972,27","-0,04132589","-3,429251","-0,0002338567","6,74275"
"1972,28","-0,04076958","-3,43","-0,0002307086","6,7435"
"1972,29","-0,04029274","-3,43075","-0,0002280103","6,744249"
"1972,3","-0,04005432","-3,431376","-0,0002266611","6,744875"
"1972,31","-0,04013379","-3,432125","-0,0002271108","6,745625"
"1972,32","-0,04069011","-3,432877","-0,0002302589","6,746376"
"1972,33","-0,04116694","-3,4335","-0,0002329572","6,747"
"1972,34","-0,04172325","-3,434502","-0,0002361053","6,748001"
"1972,35","-0,04235904","-3,435875","-0,0002397031","6,749374"
"1972,36","-0,04299482","-3,43675","-0,0002433009","6,75025"
"1972,37","-0,04339218","-3,4375","-0,0002455495","6,750999"
"1972,38","-0,04339218","-3,438375","-0,0002455495","6,751875"
"1972,39","-0,04291534","-3,439375","-0,0002428512","6,752874"
"1972,4","-0,04212062","-3,440126","-0,0002383539","6,753626"
"1972,41","-0,04196167","-3,44075","-0,0002374545","6,75425"
"1972,42","-0,04235904","-3,441502","-0,0002397031","6,755001"
"1972,43","-0,04235904","-3,442125","-0,0002397031","6,755625"
"1972,44","-0,0418822","-3,442875","-0,0002370048","6,756374"
"1972,45","-0,04196167","-3,443501","-0,0002374545","6,757"
"1972,46","-0,04315376","-3,444376","-0,0002442003","6,757875"
"1972,47","-0,04418691","-3,445751","-0,0002500468","6,759251"
"1972,48","-0,04458427","-3,446751","-0,0002522954","6,76025"
"1972,49","-0,04474322","-3,447626","-0,0002531949","6,761126"
"1972,5","-0,04482269","-3,448376","-0,0002536446","6,761875"
"1972,51","-0,04442533","-3,449251","-0,0002513959","6,762751"
"1972,52","-0,0436306","-3,450001","-0,0002468987","6,7635"
"1972,53","-0,04339218","-3,450876","-0,0002455495","6,764376"
"1972,54","-0,04331271","-3,451376","-0,0002450998","6,764875"
"1972,55","-0,04339218","-3,452126","-0,0002455495","6,765625"
"1972,56","-0,0436306","-3,452875","-0,0002468987","6,766375"
"1972,57","-0,04394849","-3,453377","-0,0002486976","6,766876"
"1972,58","-0,0436306","-3,454376","-0,0002468987","6,767876"
"1972,59","-0,04331271","-3,455626","-0,0002450998","6,769125"
"1972,6","-0,04339218","-3,456625","-0,0002455495","6,770124"
"1972,61","-0,04402797","-3,4575","-0,0002491473","6,771"
"1972,62","-0,04458427","-3,458376","-0,0002522954","6,771875"
"1972,63","-0,04474322","-3,459126","-0,0002531949","6,772625"
"1972,64","-0,04458427","-3,460001","-0,0002522954","6,7735"
"1972,65","-0,04458427","-3,460751","-0,0002522954","6,77425"
"1972,66","-0,04482269","-3,4615","-0,0002536446","6,775"
"1972,67","-0,04482269","-3,462126","-0,0002536446","6,775625"
"1972,68","-0,04418691","-3,462751","-0,0002500468","6,776251"
"1972,69","-0,04315376","-3,463251","-0,0002442003","6,776751"
"1972,7","-0,04251798","-3,463877","-0,0002406025","6,777376"
"1972,71","-0,04251798","-3,465","-0,0002406025","6,7785"
"1972,72","-0,04315376","-3,466501","-0,0002442003","6,780001"
"1972,73","-0,04331271","-3,467501","-0,0002450998","6,781"
"1972,74","-0,04291534","-3,468376","-0,0002428512","6,781876"
"1972,75","-0,04259745","-3,469252","-0,0002410523","6,782751"
"1972,76","-0,0427564","-3,470001","-0,0002419517","6,783501"
"1972,77","-0,04331271","-3,470751","-0,0002450998","6,78425"
"1972,78","-0,04402797","-3,471376","-0,0002491473","6,784876"
"1972,79","-0,04434586","-3,472126","-0,0002509462","6,785625"
"1972,8","-0,04378955","-3,472876","-0,0002477982","6,786375"
"1972,81","-0,04339218","-3,473501","-0,0002455495","6,787001"
"1972,82","-0,04378955","-3,474501","-0,0002477982","6,788"
"1972,83","-0,04442533","-3,476002","-0,0002513959","6,789501"
"1972,84","-0,04458427","-3,476875","-0,0002522954","6,790375"
"1972,85","-0,04418691","-3,477751","-0,0002500468","6,79125"
"1972,86","-0,04339218","-3,47875","-0,0002455495","6,79225"
"1972,87","-0,0427564","-3,479502","-0,0002419517","6,793001"
"1972,88","-0,04212062","-3,480375","-0,0002383539","6,793875"
"1972,89","-0,04172325","-3,481001","-0,0002361053","6,7945"
"1972,9","-0,04172325","-3,481377","-0,0002361053","6,794876"
"1972,91","-0,04220009","-3,482126","-0,0002388037","6,795626"
"1972,92","-0,0427564","-3,482876","-0,0002419517","6,796375"
"1972,93","-0,04291534","-3,483501","-0,0002428512","6,797001"
"1972,94","-0,04291534","-3,484375","-0,0002428512","6,797874"
"1972,95","-0,04315376","-3,48575","-0,0002442003","6,79925"
"1972,96","-0,0436306","-3,486752","-0,0002468987","6,800251"
"1972,97","-0,04378955","-3,487501","-0,0002477982","6,801001"
"1972,98","-0,04331271","-3,488501","-0,0002450998","6,802"
"1972,99","-0,04235904","-3,489376","-0,0002397031","6,802876"
"1973","-0,0415643","-3,490126","-0,0002352059","6,803625"
"1973,01","-0,0415643","-3,490751","-0,0002352059","6,804251"
"1973,02","-0,04220009","-3,491501","-0,0002388037","6,805"
"1973,03","-0,04291534","-3,492126","-0,0002428512","6,805626"
"1973,04","-0,04299482","-3,492876","-0,0002433009","6,806376"
"1973,05","-0,04331271","-3,493502","-0,0002450998","6,807001"
"1973,06","-0,04355113","-3,494375","-0,000246449","6,807875"
"1973,07","-0,04315376","-3,49575","-0,0002442003","6,80925"
"1973,08","-0,0418822","-3,496626","-0,0002370048","6,810125"
"1973,09","-0,04069011","-3,497501","-0,0002302589","6,811001"
"1973,1","-0,04069011","-3,498375","-0,0002302589","6,811874"
"1973,11","-0,04116694","-3,499126","-0,0002329572","6,812626"
"1973,12","-0,04196167","-3,5","-0,0002374545","6,813499"
"1973,13","-0,04291534","-3,500751","-0,0002428512","6,814251"
"1973,14","-0,04355113","-3,501501","-0,000246449","6,815001"
"1973,15","-0,04355113","-3,502127","-0,000246449","6,815626"
"1973,16","-0,04315376","-3,50275","-0,0002442003","6,81625"
"1973,17","-0,04291534","-3,50325","-0,0002428512","6,81675"
"1973,18","-0,04299482","-3,504002","-0,0002433009","6,817501"
"1973,19","-0,04355113","-3,505125","-0,000246449","6,818624"
"1973,2","-0,04378955","-3,506626","-0,0002477982","6,820126"
"1973,21","-0,04355113","-3,507502","-0,000246449","6,821001"
"1973,22","-0,0436306","-3,508375","-0,0002468987","6,821875"
"1973,23","-0,04402797","-3,509251","-0,0002491473","6,82275"
"1973,24","-0,04442533","-3,51","-0,0002513959","6,8235"
"1973,25","-0,04442533","-3,510752","-0,0002513959","6,824251"
"1973,26","-0,04434586","-3,511501","-0,0002509462","6,825001"
"1973,27","-0,04474322","-3,512125","-0,0002531949","6,825624"
"1973,28","-0,04498164","-3,512877","-0,000254544","6,826376"
"1973,29","-0,04498164","-3,5135","-0,000254544","6,827"
"1973,3","-0,04474322","-3,514502","-0,0002531949","6,828001"
"1973,31","-0,04418691","-3,516001","-0,0002500468","6,8295"
"1973,32","-0,0436306","-3,51675","-0,0002468987","6,83025"
"1973,33","-0,04315376","-3,517626","-0,0002442003","6,831125"
"1973,34","-0,04259745","-3,518625","-0,0002410523","6,832125"
"1973,35","-0,04196167","-3,519501","-0,0002374545","6,833"
"1973,36","-0,04132589","-3,52025","-0,0002338567","6,83375"
"1973,37","-0,04092852","-3,520876","-0,0002316081","6,834375"
"1973,38","-0,04092852","-3,521502","-0,0002316081","6,835001"
"1973,39","-0,04116694","-3,522125","-0,0002329572","6,835625"
"1973,4","-0,04116694","-3,522877","-0,0002329572","6,836376"
"1973,41","-0,04116694","-3,5235","-0,0002329572","6,837"
"1973,42","-0,04116694","-3,524376","-0,0002329572","6,837875"
"1973,43","-0,04116694","-3,525751","-0,0002329572","6,839251"
"1973,44","-0,04108747","-3,526627","-0,0002325075","6,840126"
"1973,45","-0,04069011","-3,5275","-0,0002302589","6,841"
"1973,46","-0,04029274","-3,528376","-0,0002280103","6,841875"
"1973,47","-0,04045169","-3,529251","-0,0002289097","6,842751"
"1973,48","-0,04069011","-3,530001","-0,0002302589","6,8435"
"1973,49","-0,04116694","-3,53075","-0,0002329572","6,84425"
"1973,5","-0,04172325","-3,531376","-0,0002361053","6,844875"
"1973,51","-0,04212062","-3,532125","-0,0002383539","6,845625"
"1973,52","-0,04251798","-3,532875","-0,0002406025","6,846375"
"1973,53","-0,0427564","-3,533377","-0,0002419517","6,846876"
"1973,54","-0,04291534","-3,53425","-0,0002428512","6,84775"
"1973,55","-0,04259745","-3,535625","-0,0002410523","6,849125"
"1973,56","-0,04196167","-3,536625","-0,0002374545","6,850124"
"1973,57","-0,04172325","-3,5375","-0,0002361053","6,851"
"1973,58","-0,04196167","-3,538376","-0,0002374545","6,851875"
"1973,59","-0,04235904","-3,539251","-0,0002397031","6,852751"
"1973,6","-0,04259745","-3,540001","-0,0002410523","6,8535"
"1973,61","-0,04251798","-3,540751","-0,0002406025","6,85425"
"1973,62","-0,04235904","-3,5415","-0,0002397031","6,855"
"1973,63","-0,04235904","-3,542126","-0,0002397031","6,855625"
"1973,64","-0,04259745","-3,542751","-0,0002410523","6,856251"
"1973,65","-0,04331271","-3,543251","-0,0002450998","6,85675"
"1973,66","-0,0436306","-3,544001","-0,0002468987","6,8575"
"1973,67","-0,04402797","-3,545126","-0,0002491473","6,858625"
"1973,68","-0,04418691","-3,546625","-0,0002500468","6,860125"
"1973,69","-0,04394849","-3,547501","-0,0002486976","6,861"
"1973,7","-0,04339218","-3,548376","-0,0002455495","6,861876"
"1973,71","-0,04315376","-3,549252","-0,0002442003","6,862751"
"1973,72","-0,0427564","-3,549875","-0,0002419517","6,863375"
"1973,73","-0,04172325","-3,550877","-0,0002361053","6,864376"
"1973,74","-0,04092852","-3,551376","-0,0002316081","6,864876"
"1973,75","-0,04108747","-3,552126","-0,0002325075","6,865625"
"1973,76","-0,04196167","-3,552876","-0,0002374545","6,866375"
"1973,77","-0,04331271","-3,553375","-0,0002450998","6,866875"
"1973,78","-0,04434586","-3,554501","-0,0002509462","6,868"
"1973,79","-0,04474322","-3,555876","-0,0002531949","6,869375"
"1973,8","-0,04458427","-3,556751","-0,0002522954","6,870251"
"1973,81","-0,04394849","-3,557627","-0,0002486976","6,871126"
"1973,82","-0,04299482","-3,5585","-0,0002433009","6,872"
"1973,83","-0,04220009","-3,559376","-0,0002388037","6,872875"
"1973,84","-0,0418822","-3,560125","-0,0002370048","6,873625"
"1973,85","-0,04172325","-3,560875","-0,0002361053","6,874374"
"1973,86","-0,04172325","-3,561501","-0,0002361053","6,875"
"1973,87","-0,0418822","-3,562126","-0,0002370048","6,875626"
"1973,88","-0,0418822","-3,562876","-0,0002370048","6,876375"
"1973,89","-0,04116694","-3,563375","-0,0002329572","6,876875"
"1973,9","-0,04076958","-3,564375","-0,0002307086","6,877874"
"1973,91","-0,04069011","-3,56575","-0,0002302589","6,87925"
"1973,92","-0,04069011","-3,566751","-0,0002302589","6,880251"
"1973,93","-0,04108747","-3,567501","-0,0002325075","6,881001"
"1973,94","-0,04172325","-3,568377","-0,0002361053","6,881876"
"1973,95","-0,04220009","-3,56925","-0,0002388037","6,88275"
"1973,96","-0,04291534","-3,570002","-0,0002428512","6,883501"
"1973,97","-0,0436306","-3,570751","-0,0002468987","6,884251"
"1973,98","-0,04442533","-3,571375","-0,0002513959","6,884874"
"1973,99","-0,04458427","-3,572126","-0,0002522954","6,885626"
